ID_Conta,ID_Dossie,Numero_Processo,Base_PIS,Tipo_Garantia,Valor_Garantia,Status_Processo,Nome_Cliente_Hash,CPF_Hash,Tribunal,Data_Atualizacao,Status_Tribunal,Classe_Processual,Conciliado
CTA-83320,DOS-90603,50012466620108210023,PIS_TRAB_004,Seguro Garantia,277517.38,EM_ANALISE,89d274b2dd9ff2a4c27472497413d713e2fe2f10b2be955d4292de66cbab3a9a,1c2c66f8a6a02bd372c76bde3785d6847bd067617ece9fa7ff0ba014ed5d2897,TJRS,2026-05-15T02:55:17.138000Z,SUSPENSO,Execução Fiscal,True
CTA-53072,DOS-64804,50012676620158210023,PIS_CIVEL_003,Bloqueio Judicial,38473.65,PENDENTE,464e1bb81adbe5e46f5fbe0ce8b3c360f24eb5579b5f7e15e72a47af82e72faa,fe501cba99f676900f56a78e82cd510dc77d4be081cfbfd11367616a1b8f3e96,TJRS,2026-05-15T02:55:17.148000Z,ARQUIVADO,Execução de Título Extrajudicial,True
CTA-81836,DOS-66315,50001366620098210023,PIS_CIVEL_003,Seguro Garantia,176790.87,ENCERRADO,bc68fe3ca6d76c5dd25b52b57fd44a932913121369edcdc6c6c7634f732a67af,ada8f704fe4ed6ac784b141ba9e42428e19814d3863f9fc0597fbe57e3c5382d,TJRS,2026-05-15T02:55:17.149000Z,EM_ANDAMENTO,Cumprimento de sentença,True
CTA-46355,DOS-68062,50013106620168210023,PIS_REC_002,Seguro Garantia,175563.31,PENDENTE,9e8ab91e4ccda58edff016ab163f50f2ea8644ecc76a35ce0f66eca28643d9f7,0433761a486fba6bff515336944943bca33231cded02115a02386e36bf7faca1,TJRS,2026-05-15T02:55:17.155000Z,SUSPENSO,Execução Fiscal,True
CTA-93647,DOS-34829,50001476620078210023,PIS_TRAB_004,Fiança Bancária,380314.9,ENCERRADO,ef77ece440777c2f78fe9ca95022be77a24632f3cf5fa9dee5b2126cfbc87b2f,420400cc49232e535e04d639a6f7cdf508fe6740420fd54ffc35fd08aa75b45c,TJRS,2026-05-15T02:55:17.160000Z,BAIXADO,Cumprimento de sentença,True
CTA-82443,DOS-92944,50013526620268210023,PIS_REC_001,Carta de Fiança,31870.24,EM_ANALISE,f0d324ff8647a52304273c973704e0afcb9112b3bc84a16d7bd052373b9c70fc,65d4c19da196743c8ce69572356a7b25fee7adf3f297e363f6593f9619f49c1c,TJRS,2026-05-15T02:55:17.160000Z,ARQUIVADO,Execução Fiscal,True
CTA-59405,DOS-80198,50013636620248210023,PIS_CIVEL_003,Depósito Judicial,6989.78,EM_ANALISE,373f51ccb504bd5e77dcb9e29ff703442c6dd2870b42891e0f85dac01805ae92,2aafd94089480dedf58e96f0d15e3eacaa2cca206014121355df3720301ec4ab,TJRS,2026-05-15T02:55:17.161000Z,ARQUIVADO,Cumprimento de sentença,True
CTA-11318,DOS-27122,00052836620204036310,PIS_CIVEL_003,Carta de Fiança,87502.32,PENDENTE,2c5c20ffd0982f135f0dd730a62b51e8ee72b05b5be61097af9d39167eadc209,665941c14d3e92ac3570cf021fc78366c40764dc97fe0eebca8890ccd88d96e8,TRF3,2026-05-12T18:54:14.273000Z,SUSPENSO,Recurso Inominado Cível,True
CTA-58517,DOS-19528,00046346220204036323,PIS_CIVEL_003,Fiança Bancária,406765.55,PENDENTE,a02378f77952836fa299764f790c21e3b14665c32aea437de338e0634415a28c,ab77c68c727d293c673e29c03fd55ccf416dbd3cbea5cfe3110b0c5eab8120cf,TRF3,2026-05-12T18:54:14.273000Z,SUSPENSO,Recurso Inominado Cível,True
CTA-31402,DOS-32887,00118535320204036315,PIS_CIVEL_003,Carta de Fiança,36359.35,PENDENTE,0722f97a1e9926a3131ec6b03328fd186e496b747971eea50e50190dbc0cf9ce,209caca13198c88c21376ec8fc005245eded2444535df07d86eae461b545e1dc,TRF3,2026-05-12T18:54:14.273000Z,BAIXADO,Recurso Inominado Cível,True
CTA-23863,DOS-83080,50280659320214036100,PIS_REC_001,Bloqueio Judicial,42466.4,ENCERRADO,76726be5846820b445e33f6d63ead320f6d39e96530526be7cf08bce87b1a199,5924c2f9b5d82610e907c8096dabfee1265cf6e8198a2e58d5fc47b1e64a14dd,TRF3,2026-05-12T18:54:14.275000Z,SUSPENSO,Recurso Inominado Cível,True
CTA-74505,DOS-53609,50011616420214036317,PIS_TRAB_004,Fiança Bancária,358208.44,PENDENTE,0d950b9f598353f0d8882251ebbfed139c7ebe5b34d3ae2202d0b4482ee83148,f51aadc65b08c3ddd1487ee778de0bdf3e0865d400cca869ebbd2aed5e1708b1,TRF3,2026-05-12T18:54:14.276000Z,BAIXADO,Recurso Inominado Cível,True
CTA-12557,DOS-33298,00081182020214036301,PIS_REC_002,Fiança Bancária,372165.51,EM_ANALISE,343ba0475621f6c6979c64b7b03b377d87ebc4fce4e6e3e59a01d43a753152cf,98d0d1715cc84cfa8ecce8b9ecec857ac353d0a3df7b696bce450082c17f554b,TRF3,2026-05-12T18:54:14.276000Z,ARQUIVADO,Recurso Inominado Cível,True
CTA-99667,DOS-21043,50027878420224036317,PIS_TRAB_004,Seguro Garantia,62759.9,EM_ANALISE,df1d03ef5ff3ec69dec44377d980b55a12ae4551b2c08fe82c66027678c9b62a,b7d02eef07c5de2b09a508a142dee90ecf97ad05a38def652d27cc5ec15c4af2,TRF3,2026-05-12T18:54:14.276000Z,SUSPENSO,Recurso Inominado Cível,True
CTA-87192,DOS-35988,00072957420204036303,PIS_REC_001,Bloqueio Judicial,23543.62,EM_ANALISE,f6ae7cae1bf2c7cc0c5aca0356f04b8d71cc5ac3da6dd085b5851fced4b83f03,423c49b4d400e1935b5403e62fd9d40a587fd7d9a4b9c4e3421777ed35629072,TRF3,2026-05-12T18:54:14.277000Z,SUSPENSO,Recurso Inominado Cível,True
CTA-78449,DOS-93112,00009125820214036202,PIS_CIVEL_003,Fiança Bancária,495670.77,EM_ANALISE,27fb3f9f17a27385a190b6f45e8353330772ad469749adaf5f57a318360264c1,abfc91518b9be35883b233049b35edaeb653e4ab9c3bd95f6957d2f493e150bf,TRF3,2026-05-12T18:54:14.279000Z,SUSPENSO,Recurso Inominado Cível,True
CTA-72411,DOS-62105,00029422220194036304,PIS_REC_002,Seguro Garantia,245700.4,PENDENTE,ea125c56d26ee2c963c0b68ba9f63d515870798c5c0e19f3b04942c4b62f81a5,8d7191438a9dd87d37b1515c9eef07193b656ab9d72975968688722037333d09,TRF3,2026-05-12T18:54:14.281000Z,SUSPENSO,Recurso Inominado Cível,True
CTA-96899,DOS-78977,50008593420224036306,PIS_CIVEL_003,Bloqueio Judicial,64317.64,ENCERRADO,44695ba5c615ce964f8c0a960511e49f91b118ac60bd8c6fbdd5656887beaaf7,c082d8ec55d00e2ed65aab17079df2cdc57f4855afedd850acf3924319495be2,TRF3,2026-05-12T18:54:14.688000Z,SUSPENSO,Recurso Inominado Cível,True
CTA-44754,DOS-10441,50008361620214036309,PIS_REC_002,Fiança Bancária,92368.59,ATIVO,952cae27ae9510a11ed92ebb4173ad003cbd6cfae7fd060a97817224992d340f,95a1e6905543480a2fde7820c2fd76916cc0b28e320a2193e06151a037de1aad,TRF3,2026-05-12T18:54:14.690000Z,ARQUIVADO,Recurso Inominado Cível,True
CTA-90266,DOS-27391,50086678220204036105,PIS_CIVEL_003,Fiança Bancária,106050.04,PENDENTE,8f7eb3cf5721458fea1efc7b93e29dac6b2842f45f6e04181b42f19eb893a5ac,8ee0a4ffe4ff2031b128f4197258510743cf482611a588c9bc808305baca18af,TRF3,2026-05-12T18:54:14.691000Z,EM_ANDAMENTO,Recurso Inominado Cível,True
CTA-15254,DOS-72535,00019473420194036328,PIS_TRAB_004,Depósito Judicial,65898.51,EM_ANALISE,8f00e074b0811daef8d5bc9feb939c7cf7b8412486f1d684f5060f5ae7cbc779,b356ac2ce94dfce5516a349c2ecf7dea8fa480dae15c685767f22d757055cb5d,TRF3,2026-05-12T18:54:14.692000Z,ARQUIVADO,Recurso Inominado Cível,True
CTA-18905,DOS-44587,50014470820224036317,PIS_CIVEL_003,Carta de Fiança,91836.67,ATIVO,1144be3620cd3876b1bf7850309b4aa2bd3cbe3337c6eb5c561eaa551a1a0f8a,f1e48a684f3b3837d3d4c72854fc67a5211d6d80bf23fe442ca60077248e05fd,TRF3,2026-05-12T18:54:14.692000Z,ARQUIVADO,Recurso Inominado Cível,True
CTA-59308,DOS-29244,00022907220204036335,PIS_TRAB_004,Bloqueio Judicial,11865.34,EM_ANALISE,fe9b31884ce68525e9c80739439839b3bc1790e0bd15764182f248f56b3af685,9060e37b4d142babbcea78f0fc263eebd92548f3a772ab54cfd3719a5abb4d93,TRF3,2026-05-12T18:54:14.693000Z,SUSPENSO,Recurso Inominado Cível,True
CTA-99249,DOS-22341,00026406220214036323,PIS_CIVEL_003,Carta de Fiança,52948.75,ATIVO,41cf1227798fa196f9dc7ce51713bf9655ee2c00078a185411c838b4821c78eb,4ba24672f1112b88f6acbdde9001dda2ff06a82e622601dca0099ac6df0f7f1a,TRF3,2026-05-12T18:54:14.693000Z,SUSPENSO,Recurso Inominado Cível,True
CTA-55369,DOS-35547,50004246020224036306,PIS_REC_001,Bloqueio Judicial,30379.98,ENCERRADO,0b88a728d262614fc6b6808fbcc22a5a9df12a116728ea3696ac514abcd1f695,50d0dd3dd088e5c22cee2286a4f7a939a52a3d76f554c63b4daf2439c709d8a9,TRF3,2026-05-12T18:54:14.694000Z,EM_ANDAMENTO,Recurso Inominado Cível,True
CTA-57003,DOS-98166,50018383320224036326,PIS_REC_002,Depósito Judicial,116104.77,PENDENTE,e17697b0d006796ec5350b38ab85be4848bafaf7c67acffdabbe1fbbe5960442,f6e615629aac1de39b811e3a0e98ef77d0722bab3cd52b40ebc17d371ea83cb6,TRF3,2026-05-12T18:54:14.696000Z,ARQUIVADO,Recurso Inominado Cível,True
CTA-72327,DOS-57471,00380947220214036301,PIS_REC_001,Fiança Bancária,124273.21,ENCERRADO,e57df9173b1a637f85da7db28a92fd547801fbccadb5193e02a20f654d90112f,a0527e60039278b26deda6fc8cd4f81b0b24e2c31c4114c92807011c4831a095,TRF3,2026-05-12T18:54:14.697000Z,SUSPENSO,Recurso Inominado Cível,True
CTA-55330,DOS-70412,50379672020254047000,PIS_REC_002,Seguro Garantia,238884.63,PENDENTE,b84bf983621c96d2ee20716781d79cd2f637dadf31d2949d22e91a2ff9cf840d,3705ff8e9b9a1544c0d9fc6dc6086e9b046adcc0b57e098e2e623ff93069bd23,TRF4,2026-05-13T04:20:31.988000Z,ARQUIVADO,Execução Fiscal,True
CTA-17901,DOS-29527,50209584520254047000,PIS_REC_002,Carta de Fiança,79854.53,ENCERRADO,0ca851cfcc5695ed3ab5882eebabbe8df72242e5e12b887264664a2dda6d903f,a414a722e22e83e8fc5e59de77fcb4b44272db1559a6aa9f5085c96625ffb66b,TRF4,2026-05-13T04:20:32.126000Z,SUSPENSO,Embargos à Execução,True
CTA-66724,DOS-72439,50537437020194047000,PIS_REC_001,Carta de Fiança,121680.24,EM_ANALISE,84b2462f236de93e94124ad1528c53b61e33fe35b508b3055fe4dee35aa57d80,95c040ccf6cd21c1b47dae76dffcd12c1ad0f2d78e4468055052f0787ecce7d3,TRF4,2026-05-13T04:20:32.453000Z,SUSPENSO,Execução de Título Extrajudicial,True
CTA-29243,DOS-83284,50485430920244047000,PIS_REC_001,Seguro Garantia,191776.81,ENCERRADO,053835aac1ff7ef162674ba8cc8dd6a626c4a74bf7153c2a81160318c96a55af,ebb03749a96ecf577162b51fc89e5748bd08bd9f2f826388203104a5de8d6693,TRF4,2026-05-13T04:20:33.471000Z,BAIXADO,Cumprimento de sentença,True
CTA-14337,DOS-12886,50560100520254047000,PIS_CIVEL_003,Fiança Bancária,408394.98,PENDENTE,35177a6b7e4ffd3e02cf0ecebabfe551ff74033926d2df2013961260e5f207c4,acaa0da014cdde722d8e66fd92679f38d91da2c8260d3f8e7a383149ac328456,TRF4,2026-05-13T04:20:34.176000Z,SUSPENSO,Procedimento do Juizado Especial Cível,True
CTA-77894,DOS-29337,50382098620194047000,PIS_CIVEL_003,Fiança Bancária,158408.72,PENDENTE,150912a150239cf47e32c2c3e501d118de1333676c78a252f39fe7c1a96e734a,95daa5fd6f015ccaf54ab9de828236feb7458c088f6d01ecf2d60ec5c4473845,TRF4,2026-05-13T04:20:34.234000Z,SUSPENSO,Cumprimento de Sentença contra a Fazenda Pública,True
CTA-72170,DOS-41332,50355059020254047000,PIS_TRAB_004,Fiança Bancária,422538.67,ENCERRADO,1aa0e4236115795ce0783cf78ae0bcb7c2f2aadc6ed0748875a930e1d27e78cc,f0524e57d4550f02f38fdeb2559db351ff40a53d7a6b8cfa1e0f4a9046a74578,TRF4,2026-05-13T04:20:34.236000Z,SUSPENSO,Procedimento do Juizado Especial Cível,True
CTA-43489,DOS-43293,50376346820254047000,PIS_REC_001,Seguro Garantia,107924.64,PENDENTE,8320ce39bd604f159fd130122685269e1fb1897f642d112807e682490f309426,2ea644226dca8692fa76ae8187cda609f2c9da77efc3faf87717d8cd5af2f7d0,TRF4,2026-05-13T04:20:34.298000Z,BAIXADO,Procedimento do Juizado Especial Cível,True
CTA-13454,DOS-69524,50030259120234047012,PIS_TRAB_004,Seguro Garantia,76952.22,ATIVO,c710dffeff648ac8b0ec51217f6786913173bba540e7676707721bef7485589a,d16cb2f119f66d5615a06206f8bce3c55df5c92b6fcd68bd908a56263d8d5812,TRF4,2026-05-13T04:20:35.172000Z,BAIXADO,Procedimento Comum Cível,True
CTA-75595,DOS-41374,50302473620244047000,PIS_REC_002,Depósito Judicial,31315.04,ENCERRADO,aa766eeacb1624fa5c2ed27166b4554fd9e653b6d92d382e31640b4c5b583702,2d8ab3a8d3840de36d8cadd81162df671136761283a8673d2fbe5fee1eee658a,TRF4,2026-05-13T04:20:35.602000Z,ARQUIVADO,Procedimento do Juizado Especial Cível,True
CTA-64376,DOS-35294,50430329320254047000,PIS_CIVEL_003,Carta de Fiança,43214.04,ENCERRADO,08c57c5397b93dffdf1f4713edf74ef42cc06e9a47f22022e8a06f28e2191cad,0112fbcd02e012bddcf9b39cb6aea8cc7ddf057a09f6527a03aeef4a71d185ef,TRF4,2026-05-13T04:20:36.219000Z,EM_ANDAMENTO,Procedimento do Juizado Especial Cível,True
CTA-48398,DOS-33573,50268000620254047000,PIS_REC_001,Seguro Garantia,289048.22,ENCERRADO,efd81cd26df5a4ef5671fb266ab42733522a5bcac9672449b7c476c555c88d47,a2858d7293e58fd81ccd6c52f9b76866f52bf512ca1b883f200de9e8b48a9c82,TRF4,2026-05-13T04:20:36.720000Z,EM_ANDAMENTO,Procedimento do Juizado Especial Cível,True
CTA-65462,DOS-21304,50134437120164047000,PIS_REC_001,Fiança Bancária,410913.04,EM_ANALISE,eb4998bdd9edebba6d8e1e1b7028eeaec4cf665799be4326c16c16fde0533c41,8c30435bba963089e27d7fccb039642961129229c9d5437a5277711e7048af50,TRF4,2026-05-13T04:20:37.129000Z,BAIXADO,Execução de Título Extrajudicial,True
CTA-24624,DOS-15193,50443331720214047000,PIS_REC_002,Carta de Fiança,84035.44,ENCERRADO,9ccb3e6dc8b5b9e8e4133edc89d981dffe135d1929a304a568dadca8cd66e4fe,06968b76804020b501fe34a11f9265a4d2be37cdb32ebebf274180476cca1b40,TRF4,2026-05-13T04:20:38.480000Z,SUSPENSO,Tutela Antecipada Antecedente,True
CTA-96291,DOS-87409,50153653720224047001,PIS_REC_001,Fiança Bancária,281294.55,ENCERRADO,0357b8c78832505eb49e205f33bd62255a9cfd9e9041b3ee6b72389028fb3f28,a3e8b9b633aabdc95d8d40b407adfa5a99b9b533f437adb3b4eb3f37dcaad3bd,TRF4,2026-05-13T04:20:38.824000Z,BAIXADO,Embargos à Execução Fiscal,True
CTA-11591,DOS-78458,50028107920224047003,PIS_REC_002,Bloqueio Judicial,27716.58,ATIVO,22973b919dcd684bd3d5e690381dbcee1df53ed36cff7874b800b3c22dffd419,9701a442ae1e20cca3710326396c6b558f85b262d6612967d6b4abf2aea10474,TRF4,2026-05-13T04:20:39.110000Z,EM_ANDAMENTO,Ação Penal - Procedimento Ordinário,True
CTA-61828,DOS-69134,50152106620244047000,PIS_REC_002,Depósito Judicial,88376.32,PENDENTE,f5d8e09ea53f037ff5302d2aef7f39d33cbb50a4598415d53934fb529bab1206,6a31154f95e2c098c7e288173de4020160d8077dd080518162d2f743f256a5ab,TRF4,2026-05-13T04:20:39.824000Z,BAIXADO,Procedimento do Juizado Especial Cível,True
CTA-15196,DOS-91968,50107881120254047001,PIS_CIVEL_003,Bloqueio Judicial,12656.88,EM_ANALISE,0d800ee6a7f4931524d602a11201dc23c143ff00f9b467dc0fa0352214bcd5f8,e95b8bc6beab726bc7de05052316a1f28596244dd096db1a92aae5d27f203108,TRF4,2026-05-13T04:20:42.719000Z,SUSPENSO,Procedimento Comum Cível,True
CTA-94106,DOS-85927,50452551920254047000,PIS_REC_002,Fiança Bancária,466189.24,PENDENTE,29a13001a80b1741646799d53666e232f384bf7bcbbfbe02155f909156c057b0,18fb8d6e70599cbbc235a7e6308056609c56debb3a4560de4b891a0231ba2409,TRF4,2026-05-13T04:20:43.553000Z,SUSPENSO,Procedimento Comum Cível,True
CTA-76413,DOS-97353,50198384520174047000,PIS_REC_002,Fiança Bancária,178961.76,EM_ANALISE,418995ef11fe2ed7f2a4311640a7c67425de8586bda381e387f42d781f1b2f8c,ad03ef6f8fd3af50fd37c9cd5f4b31e2ebb61769914c43f6449f15d5bc2f7f30,TRF4,2026-05-13T04:20:43.866000Z,BAIXADO,Execução de Título Extrajudicial,True
